  1  1 2000  2 34 36 41 43 45  4 
  1  5 2000  3 12 22 35 40 47 19 
  1  8 2000  6 16 27 30 34 35 13 
  1 12 2000  6 14 20 32 37 44 24 
  1 15 2000  1  9 15 26 47 48 13 
  1 19 2000  2  6 27 40 41 47 37 
  1 22 2000  4 14 18 36 39 44 11 
  1 26 2000 12 17 25 44 45 47 43 
  1 29 2000  6  7 22 33 36 40  9 
  2  2 2000  8 20 34 36 41 43 31 
  2  5 2000  4 20 24 44 46 47 14 
  2  9 2000  3 11 16 24 36 49 45 
  2 12 2000  7 22 25 35 40 42 11 
  2 16 2000 11 18 25 28 34 44 14 
  2 19 2000  7  9 13 25 27 47 14 
  2 23 2000  1  5 29 32 37 43 44 
  2 26 2000  3  5 10 41 43 45  8 
  3  1 2000  4 10 14 19 22 27 18 
  3  4 2000 10 14 16 19 23 36  2 
  3  8 2000 11 21 27 29 39 45 34 
  3 11 2000  3 12 26 34 37 41 38 
  3 15 2000  4  5 26 29 30 34 22 
  3 18 2000  4 16 19 26 35 43 47 
  3 22 2000  3  8 17 24 27 43 10 
  3 25 2000 10 30 31 35 43 44 46 
  3 29 2000 10 11 12 19 41 48 34 
  4  1 2000  3 16 32 39 46 49 19 
  4  5 2000  5  9 12 20 25 27 39 
  4  8 2000  5 10 24 27 30 45  2 
  4 12 2000 10 29 34 42 46 47 40 
  4 15 2000  1 18 25 41 47 48  3 
  4 19 2000 12 16 32 44 47 49 42 
  4 22 2000  7 14 20 24 28 39 31 
  4 26 2000  5 24 28 35 38 42 36 
  4 29 2000  1  6 19 25 33 48 27 
  5  3 2000 12 19 33 36 40 44 24 
  5  6 2000 11 12 19 34 36 45  6 
  5 10 2000 13 19 23 40 45 49 15 
  5 13 2000  2 10 11 27 33 37  7 
  5 17 2000  1 13 23 36 37 48 16 
  5 20 2000  3  5  8 14 27 31 18 
  5 24 2000 22 23 24 27 30 45 33 
  5 27 2000 11 14 18 27 30 42 22 
  5 31 2000  2  5 11 25 32 34 39 
  6  3 2000  4  8 18 32 38 45 30 
  6  7 2000  7 10 27 42 43 47 44 
  6 10 2000  1  4 16 22 32 37 33 
  6 14 2000  5  6 21 26 33 40 22 
  6 17 2000  5  7  9 33 41 48 43 
  6 21 2000 11 15 29 31 34 46  7 
  6 24 2000  1 17 21 27 40 44 36 
  6 28 2000  3 13 22 23 24 25  7 
  7  1 2000 10 15 17 20 31 44  4 
  7  5 2000 11 15 19 27 40 48 16 
  7  8 2000  5 10 12 38 40 41 11 
  7 12 2000 16 21 31 35 42 44 25 
  7 15 2000  4 20 28 34 42 49 25 
  7 19 2000 15 17 32 42 43 45  9 
  7 22 2000  1 12 18 23 42 47 26 
  7 26 2000  2  3 25 37 39 40 46 
  7 29 2000  5 12 19 35 37 43  2 
  8  2 2000  2  3 12 27 31 47 11 
  8  5 2000 11 33 37 40 45 46 17 
  8  9 2000  9 21 39 42 45 49 25 
  8 12 2000  3 13 14 18 29 40 48 
  8 16 2000 10 15 16 32 33 41  9 
  8 19 2000  2 11 14 22 25 34  6 
  8 23 2000  6  8 14 17 32 47 10 
  8 26 2000 10 23 35 41 43 47 16 
  8 30 2000 18 19 29 40 43 49 13 
  9  2 2000  4  6 12 27 28 46 18 
  9  6 2000 20 27 31 40 42 45 32 
  9  9 2000  9 11 19 22 24 42 12 
  9 13 2000  2 10 27 29 31 49 46 
  9 16 2000 15 20 36 37 46 49 45 
  9 20 2000  3  6 21 30 36 40 14 
  9 23 2000  2 20 22 31 37 49 27 
  9 27 2000  1 24 29 35 40 45 34 
  9 30 2000 15 18 20 24 31 41  1 
 10  4 2000  7 14 19 40 43 49 13 
 10  7 2000  6 24 25 40 41 44 16 
 10 11 2000  5  6 21 35 38 46 15 
 10 14 2000  1 10 14 19 38 45 18 
 10 18 2000  2  9 11 23 27 45 17 
 10 21 2000 38 43 44 45 46 47 17 
 10 25 2000  7 12 16 29 37 43 49 
 10 28 2000  3 10 23 40 43 46 42 
 11  1 2000  9 13 21 23 36 47 15 
 11  4 2000  5  6 11 20 25 47 34 
 11  8 2000 12 21 33 39 47 49 46 
 11 11 2000 21 26 29 42 44 49 33 
 11 15 2000 24 25 28 36 37 42 40 
 11 18 2000  5  9 23 28 29 48 26 
 11 22 2000  4 32 36 37 40 49 42 
 11 25 2000 12 23 24 31 45 46 33 
 11 29 2000  6 13 23 24 31 42 27 
 12  2 2000  3  6 20 24 36 47 34 
 12  6 2000  2 14 21 25 32 47 22 
 12  9 2000  9 19 21 30 38 40 33 
 12 13 2000 14 16 18 19 34 40 45 
 12 16 2000  4 17 27 33 34 45 42 
 12 20 2000 13 41 42 45 46 49 48 
 12 23 2000 11 15 24 30 31 33 25 
 12 27 2000  6  9 17 33 43 45 37 
 12 30 2000  7  9 17 27 31 48 41 
  1  3 2001  5  7 12 37 39 46 22 
  1  6 2001 17 30 37 41 43 48 34 
  1 10 2001 17 25 40 42 45 49 33 
  1 13 2001  3  5 33 40 45 46 21 
  1 17 2001  3  9 11 28 29 47 37 
  1 20 2001  4  9 10 19 26 36 30 
  1 24 2001 14 25 26 33 36 44  7 
  1 27 2001 26 30 32 37 41 47  8 
  1 31 2001  3 19 29 34 38 45 40 
  2  3 2001 15 17 21 22 43 45 34 
  2  7 2001  9 23 29 38 39 43 45 
  2 10 2001  9 11 36 38 46 47 12 
  2 14 2001 12 13 14 32 41 43  6 
  2 17 2001  9 13 27 28 38 42 20 
  2 21 2001  5 10 23 36 40 44 18 
  2 24 2001  5 12 25 34 35 45 36 
  2 28 2001  6  9 17 18 20 39 27 
  3  3 2001  1  2  4 18 28 35  8 
  3  7 2001 19 20 22 24 38 42 41 
  3 10 2001  5  7  8 12 23 28 39 
  3 14 2001  6 20 31 36 38 44  4 
  3 17 2001  9 17 19 22 29 37 24 
  3 21 2001  4 20 21 27 42 47 43 
  3 24 2001  1 27 31 33 35 47 41 
  3 28 2001 12 19 32 34 39 43 35 
  3 31 2001  1 12 13 28 32 44 47 
  4  4 2001  1 16 17 24 31 32 15 
  4  7 2001  2 11 25 27 40 44 28 
  4 11 2001  2  8 11 24 30 36  5 
  4 14 2001  3 12 14 30 33 40 36 
  4 18 2001 11 16 20 25 46 48  5 
  4 21 2001 16 17 19 27 30 37  6 
  4 25 2001 11 18 20 27 39 46 45 
  4 28 2001  9 15 26 28 33 39  8 
  5  2 2001  1 31 38 43 45 46 40 
  5  5 2001 19 20 23 39 40 43 47 
  5  9 2001  3  5  7 10 30 43 23 
  5 12 2001  3  6 25 26 42 44  2 
  5 16 2001 11 17 29 34 37 45 19 
  5 19 2001  7  8 18 29 34 44 37 
  5 23 2001  5  9 15 21 42 43 32 
  5 26 2001  2 19 25 30 41 45 21 
  5 30 2001  9 11 12 22 37 48  8 
  6  2 2001  5  6 11 17 29 37 32 
  6  6 2001  3 10 17 22 24 40 46 
  6  9 2001  1 14 23 25 30 41 43 
  6 13 2001  7 18 22 30 36 43 24 
  6 16 2001 14 19 20 21 24 28 32 
  6 20 2001  2  3 13 17 23 32 39 
  6 23 2001  3 15 24 36 42 47 49 
  6 27 2001  1  3 19 27 30 48 11 
  6 30 2001  3  8 15 32 46 48 44 
  7  4 2001  3  5  9 31 40 41 47 
  7  7 2001  5 17 29 31 33 46 20 
  7 11 2001  9 23 27 31 35 48  1 
  7 14 2001  8 21 25 35 40 41  5 
  7 18 2001  5 10 13 19 22 47 30 
  7 21 2001  1 11 22 27 33 49 10 
  7 25 2001  6  8 13 24 34 46 12 
  7 28 2001 15 26 29 41 46 48 23 
  8  1 2001  6 33 39 41 42 44 25 
  8  4 2001  1 11 15 33 36 49  5 
  8  8 2001 16 19 29 35 36 38 47 
  8 11 2001 12 14 16 23 24 45 11 
  8 15 2001 14 22 27 32 40 47 26 
  8 18 2001  5 19 26 29 40 42 14 
  8 22 2001  5 13 15 28 31 34 18 
  8 25 2001  1  7 18 23 29 43  4 
  8 29 2001  7  9 22 23 37 42 36 
  9  1 2001  7  8 18 23 47 48 49 
  9  5 2001  8  9 21 34 42 43  5 
  9  8 2001  4 22 25 27 39 45 31 
  9 12 2001  7 15 34 38 43 45 29 
  9 15 2001  4 22 24 32 42 43 18 
  9 19 2001 10 24 25 30 40 48 21 
  9 22 2001 10 19 27 29 33 36 23 
  9 26 2001  2  6 12 17 39 47  8 
  9 29 2001  2 11 16 18 21 33  5 
 10  3 2001 19 20 22 28 40 42  1 
 10  6 2001  1 18 27 28 43 47 11 
 10 10 2001  9 25 42 43 46 47 16 
 10 13 2001 14 17 22 32 36 49 16 
 10 17 2001 18 21 25 34 36 45 11 
 10 20 2001  9 10 22 38 43 44 20 
 10 24 2001  4 12 21 26 43 46 16 
 10 27 2001 18 21 25 26 32 48 38 
 10 31 2001 12 15 29 30 45 47  8 
 11  3 2001  4  8 14 26 29 43 16 
 11  7 2001  2  5 13 18 29 42 35 
 11 10 2001  3 13 17 26 33 35 23 
 11 14 2001  1 20 27 42 46 48 32 
 11 17 2001  4 15 21 31 41 49 43 
 11 21 2001  2  8 12 18 24 35 43 
 11 24 2001  2  7 21 33 39 46 15 
 11 28 2001  1 21 29 42 45 47  8 
 12  1 2001  2  3  6  7 18 36 14 
 12  5 2001 10 13 31 43 47 48 44 
 12  8 2001  2  3  4 18 28 43 15 
 12 12 2001 18 30 31 32 43 44 37 
 12 15 2001  1  8 18 31 34 37 27 
 12 19 2001 10 17 19 20 25 35 11 
 12 22 2001 14 27 34 38 44 45 24 
 12 26 2001  3  6  9 10 13 20 29 
