 4 15 22 26 38 39 45       
 3  4 13 14 18 38 42       
 6 10 20 21 23 33 39       
 2  3  4  7 12 34 42       
 2  7 22 30 33 37 43       
 1  2 15 16 27 34 42       
10 23 30 34 39 44 48       
 3  6 15 26 38 39 41       
 6  9 10 17 28 45 47       
 2  4  9 29 33 35 37       
15 21 24 34 38 45 48       
 7  9 11 13 17 33 43       
 8 11 13 23 24 26 27       
17 20 22 34 38 42 46       
 5 13 21 24 27 29 41       
 2  8 10 15 22 29 45       
 2 12 15 19 22 32 35       
 2 28 32 33 36 40 46       
23 25 27 28 34 36 45       
 7 20 21 31 34 36 48       
11 14 17 27 35 40 48       
 2 11 16 17 19 24 45       
 1  8 10 23 33 47 48       
 4 25 35 40 41 48 49       
 3 18 23 26 28 29 39       
 7  9 10 23 25 39 43       
11 16 25 29 34 46 47       
 7 22 24 29 38 39 41       
16 31 37 38 43 47 49       
 1 22 25 33 35 36 38       
 1  6 32 43 44 45 49       
 2  6 17 19 30 44 47       
14 15 17 28 38 44 46       
 1 10 19 26 27 41 44       
 9 22 26 31 38 42 43       
 1 17 19 27 39 40 46       
 6  9 13 15 29 33 38       
 2  4 15 23 24 31 47       
12 16 23 26 34 35 45       
 1  3  6 12 37 38 44       
 3  4  5 10 34 38 49       
 7 13 23 29 36 41 44       
 6 14 17 29 34 41 42       
 2  3  6 14 20 23 26       
13 15 26 32 33 40 48       
 3  6 16 19 33 44 49       
 3  5  7  9 10 16 22       
11 15 23 33 37 43 49       
15 17 22 28 36 43 48       
22 27 28 35 43 45 49       
10 19 22 25 26 30 38       
 3 12 18 23 35 43 46       
 2  7  8 11 31 36 45       
 1 26 35 39 45 47 48       
12 14 17 20 29 30 32       
11 23 25 35 36 39 42       
 5 11 22 36 39 44 46       
 1 19 20 33 41 44 47       
 1  4  6  7 17 29 45       
 5  7 16 22 24 38 47       
17 18 24 26 28 30 48       
 6 13 20 23 26 29 42       
12 16 22 23 24 25 42       
18 19 20 35 38 39 42       
14 15 31 36 40 43 47       
 1  2  7 11 28 39 46       
 2 26 33 34 37 48 49       
 4  6  7 30 39 44 49       
 2 12 22 25 33 46 48       
 6 15 17 34 37 46 49       
13 23 28 29 32 38 40       
11 14 24 31 33 37 42       
28 35 39 43 44 46 49       
 1 17 18 22 26 29 40       
 4 28 30 34 40 41 47       
 4  6  8 16 23 30 43       
 5  7 15 19 27 30 34       
 2 10 21 26 33 34 47       
 2 13 18 25 37 43 46       
 8 22 24 26 31 38 46       
 1  5 29 34 39 41 49       
 2  4  7 12 32 43 49       
14 15 20 21 31 32 37       
 3  7 10 15 16 17 48       
10 11 16 33 35 36 38       
 3 10 13 16 42 44 46       
15 17 24 26 27 28 42       
 8 10 23 24 30 35 48       
 2  6  9 16 17 24 43       
 1 14 18 20 34 36 45       
 6  7 16 26 33 37 42       
 5  6 16 30 33 38 44       
 8 24 30 32 46 47 48       
 6  9 22 23 26 27 29       
18 19 24 35 38 43 47       
 3  9 10 20 25 34 40       
10 12 16 21 22 24 41       
 3  7 16 20 27 33 46       
 8 18 20 27 37 39 49       
10 15 25 38 39 43 47       
 3 13 17 23 27 40 49       
 1  2  9 13 19 21 35       
 8  9 26 28 33 35 45       
 9 11 18 35 36 41 44       
11 29 30 31 37 46 49       
11 19 32 33 39 41 44       
 5 22 26 30 31 34 40       
 6  8 14 16 17 28 36       
 4 10 12 20 27 31 34       
10 11 12 28 33 43 48       
 3 10 12 13 36 41 45       
 1  6 11 15 16 21 30       
 2  4 18 28 35 40 46       
19 22 37 39 40 47 49       
 1  5 27 29 30 34 36       
 7 23 25 31 43 45 46       
 1  2 24 29 35 45 47       
