11 12 17 23 29 34 46       
17 23 26 28 29 37 45       
11 12 14 17 26 34 45       
11 14 17 28 34 37 45       
11 14 17 28 34 45 46       
14 17 26 29 35 37 45       
12 14 17 23 29 34 46       
11 26 29 33 34 35 46       
12 14 17 26 33 34 46       
11 12 26 28 35 37 46       
14 23 29 33 35 45 46       
12 17 23 29 33 34 46       
11 12 26 28 29 33 37       
12 26 29 33 35 37 46       
12 17 23 29 34 35 45       
11 12 17 23 33 35 45       
23 26 33 34 35 37 45       
14 17 28 29 33 35 46       
12 14 17 29 33 37 46       
12 14 17 28 33 34 46       
17 28 29 33 34 37 45       
11 14 23 28 29 34 45       
14 23 26 28 29 37 46       
11 14 33 34 35 45 46       
14 17 23 26 34 35 37       
12 17 29 33 34 45 46       
12 14 17 23 26 35 45       
14 23 26 29 33 35 45       
11 14 17 23 29 33 34       
11 14 23 26 28 33 34       
11 23 26 28 29 35 46       
11 17 23 28 34 35 46       
11 12 17 29 33 37 46       
11 12 23 26 28 29 35       
12 28 29 33 34 37 45       
14 17 23 26 29 35 46       
12 14 26 29 34 37 45       
12 17 23 28 29 35 46       
11 12 14 17 33 35 45       
12 23 26 28 34 35 45       
11 12 26 29 35 37 46       
12 14 29 35 37 45 46       
11 14 17 23 26 33 34       
11 12 17 28 29 34 35       
11 12 14 17 28 29 35       
12 14 28 33 35 37 45       
11 14 17 23 34 45 46       
11 12 14 17 23 35 45       
12 14 23 28 29 34 37       
11 12 23 26 28 34 37       
11 12 14 17 23 37 45       
14 28 29 34 37 45 46       
17 23 26 28 29 34 35       
11 12 14 26 28 34 35       
17 23 26 29 33 37 45       
14 17 28 29 33 35 37       
11 12 17 23 28 35 46       
11 12 14 26 28 34 37       
11 12 26 29 33 37 46       
12 14 28 29 33 45 46       
11 12 14 17 23 28 46       
11 12 17 28 35 37 46       
11 12 14 17 23 35 37       
11 26 29 33 34 35 46       
17 26 28 34 35 45 46       
11 12 17 23 28 29 34       
14 17 26 28 33 35 45       
14 23 33 34 35 45 46       
11 12 17 23 33 34 37       
12 17 26 28 33 34 37       
12 14 17 28 29 34 46       
12 26 29 33 35 37 46       
17 23 26 29 35 37 45       
11 12 17 26 34 45 46       
11 14 28 29 34 37 46       
11 17 26 34 35 37 46       
14 17 26 28 33 37 45       
11 29 33 34 35 45 46       
11 12 14 23 33 34 45       
11 12 17 26 29 33 34       
14 17 28 29 34 35 46       
11 12 17 26 28 33 45       
11 14 17 23 26 28 46       
17 23 29 33 34 37 45       
12 17 26 29 33 35 45       
12 17 23 29 35 37 46       
12 14 17 23 28 35 45       
11 14 17 34 35 37 45       
11 17 28 34 37 45 46       
11 14 23 26 28 33 34       
11 12 14 26 28 29 33       
11 12 17 23 28 35 46       
11 14 23 28 34 35 46       
11 17 23 28 33 34 37       
12 14 26 29 34 35 45       
14 23 26 28 34 45 46       
23 26 28 29 33 34 35       
12 17 26 33 34 35 46       
12 17 29 34 35 37 45       
12 23 29 34 35 45 46       
12 14 26 28 29 33 34       
11 14 17 28 29 33 45       
14 23 26 33 34 37 45       
12 17 23 29 35 45 46       
11 23 26 35 37 45 46       
11 17 26 29 35 37 46       
11 12 14 23 28 29 46       
11 23 28 29 33 34 45       
11 12 26 28 29 34 37       
12 17 28 34 35 37 45       
12 14 17 29 33 37 45       
11 12 14 17 29 35 46       
11 12 26 28 29 45 46       
12 23 26 29 35 37 45       
12 23 26 34 37 45 46       
23 26 29 33 34 35 37       
11 14 17 35 37 45 46       
14 23 28 34 35 37 45       
11 12 14 29 33 34 37       
11 14 23 28 33 34 35       
11 14 28 33 34 35 37       
12 17 28 29 35 37 46       
14 26 28 33 34 45 46       
11 14 17 28 29 33 46       
12 26 28 29 34 35 45       
11 14 28 33 34 37 46       
14 23 28 29 35 37 45       
12 17 29 33 35 37 45       
11 12 14 26 34 35 37       
14 23 28 33 34 37 45       
12 14 23 34 35 37 46       
11 17 23 26 33 34 35       
12 14 28 29 34 35 46       
11 12 23 26 29 33 37       
11 17 26 28 34 37 45       
12 17 26 28 33 34 45       
14 17 26 33 34 35 45       
11 12 14 23 35 37 45       
12 14 26 28 34 37 45       
11 17 26 28 29 34 35       
11 14 26 28 34 35 37       
14 23 26 28 34 35 46       
14 23 26 29 34 37 45       
11 17 29 33 34 37 45       
14 23 26 33 35 45 46       
17 23 26 34 35 37 45       
11 14 26 28 29 34 35       
14 17 23 28 33 35 45       
11 12 26 28 34 37 46       
12 14 33 34 35 37 46       
11 12 14 17 26 29 34       
17 23 26 33 35 37 46       
11 14 23 29 33 45 46       
11 23 26 29 33 34 35       
14 17 23 29 33 45 46       
11 14 26 33 34 35 46       
12 17 26 33 37 45 46       
14 17 23 26 28 35 46       
14 29 33 35 37 45 46       
17 23 29 34 37 45 46       
11 12 23 29 35 37 46       
12 17 23 34 35 37 46       
14 26 28 33 34 45 46       
11 12 14 17 29 33 45       
14 17 23 26 33 37 46       
12 17 23 26 28 29 46       
12 23 29 33 35 37 45       
11 12 17 26 29 33 46       
11 12 17 23 28 35 46       
11 14 26 29 33 34 45       
11 14 23 26 29 34 37       
11 12 23 29 34 35 46       
12 23 26 28 33 37 46       
14 17 23 28 33 34 37       
11 12 23 28 29 34 45       
12 17 28 29 33 37 45       
12 14 17 26 28 34 35       
14 23 26 28 29 33 45       
11 14 17 23 33 34 37       
11 14 17 29 35 37 46       
12 14 26 28 33 35 37       
12 17 23 26 34 35 45       
12 23 26 28 34 37 46       
11 17 26 34 35 45 46       
12 28 29 33 34 37 46       
12 14 26 28 33 34 37       
11 12 33 34 35 37 45       
12 14 17 28 34 35 45       
12 14 28 33 34 37 45       
11 12 14 28 29 35 46       
11 17 23 26 29 33 46       
11 17 23 33 34 35 45       
12 17 23 26 29 33 34       
14 17 28 29 35 37 46       
11 12 14 17 26 29 45       
17 23 28 29 35 37 46       
12 14 26 29 33 37 45       
14 17 23 26 33 35 37       
11 17 23 26 29 33 37       
12 14 26 28 29 35 37       
11 17 26 28 29 33 35       
12 14 17 23 28 33 45       
11 23 28 34 35 37 45       
17 23 26 33 35 37 45       
12 23 29 33 34 35 46       
12 17 23 26 33 34 46       
12 17 23 26 33 37 46       
17 26 28 29 33 35 45       
11 14 26 34 37 45 46       
26 28 29 34 35 45 46       
12 26 29 34 37 45 46       
11 12 17 26 34 35 45       
14 23 28 33 34 37 46       
11 14 17 23 26 34 46       
12 14 23 29 33 37 45       
12 23 26 33 34 35 37       
11 12 17 23 26 29 33       
11 12 26 28 33 34 37       
11 14 17 29 33 35 46       
14 26 29 34 35 37 45       
11 17 23 26 29 34 37       
11 12 14 28 33 37 46       
12 14 17 34 37 45 46       
14 28 29 34 35 37 46       
11 28 29 33 34 35 46       
11 12 26 28 35 37 45       
14 17 28 29 33 37 45       
12 17 23 28 29 45 46       
12 14 23 26 28 34 35       
12 14 17 28 29 33 35       
12 14 17 34 35 37 46       
12 14 17 23 29 37 46       
23 26 28 33 37 45 46       
11 14 17 26 34 35 46       
14 17 26 33 34 35 45       
14 26 28 33 35 37 45       
11 14 29 33 34 35 37       
11 23 26 28 29 37 45       
11 12 23 26 34 37 45       
12 14 17 26 28 29 33       
11 14 23 29 35 37 45       
12 17 26 33 37 45 46       
11 12 17 28 33 45 46       
11 12 14 17 28 33 37       
12 14 23 26 28 33 34       
11 12 28 29 33 34 46       
26 28 33 34 37 45 46       
14 17 26 28 29 45 46       
12 14 26 28 29 34 37       
11 14 17 26 29 37 46       
12 17 23 26 28 33 37       
12 14 26 35 37 45 46       
11 14 17 28 29 34 45       
14 17 26 28 33 34 45       
11 12 23 26 33 45 46       
11 17 23 26 28 29 46       
11 14 17 26 34 35 45       
11 12 23 26 28 35 46       
11 14 23 26 28 35 37       
12 14 23 26 28 29 33       
12 14 17 26 29 34 45       
12 17 29 33 35 37 46       
11 17 28 29 33 37 45       
11 12 14 23 29 34 46       
11 23 29 35 37 45 46       
12 14 26 28 33 35 45       
12 17 26 28 34 35 46       
11 26 28 29 33 35 45       
11 26 33 34 35 37 45       
12 17 23 28 33 45 46       
23 28 29 33 35 45 46       
12 14 23 26 33 34 37       
12 23 28 29 37 45 46       
11 14 17 33 34 45 46       
11 14 17 33 35 45 46       
12 17 26 29 34 35 37       
11 17 23 26 33 35 37       
12 14 23 28 29 33 46       
11 12 29 34 35 37 45       
11 17 28 29 33 35 37       
11 14 28 29 35 37 45       
11 14 26 29 34 35 46       
11 14 26 28 37 45 46       
11 14 17 26 33 35 46       
11 12 14 29 37 45 46       
14 26 28 29 34 35 37       
14 17 26 33 34 35 45       
17 29 34 35 37 45 46       
12 14 26 34 37 45 46       
14 17 26 28 29 34 46       
11 12 17 23 29 37 46       
12 23 26 28 29 34 45       
12 14 17 28 35 37 45       
11 23 26 29 33 35 37       
14 17 26 29 35 45 46       
11 14 23 26 28 29 46       
23 26 28 29 34 35 45       
17 23 28 29 33 34 35       
11 14 23 28 34 35 45       
11 14 26 33 35 37 46       
